Global Volcanism Program - Volcanoes of the World 5.0.2,,,,Downloaded on 26 Feb 2023 at 12:19 AM,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
268060,Gamalama,16639,Confirmed Eruption,,,,,1847,,9,,7,,Observations: Reported,,1847,,9,,7,,0.8,127.33
243061,Kao,22255,Confirmed Eruption,,2,,,1847,,7,<,10,,Observations: Reported,,,,,,,,-19.668,-175.016
243060,Tofua,22253,Confirmed Eruption,,1,,,1847,,7,<,10,,Observations: Reported,,,,,,,,-19.75,-175.07
345060,Irazu,11210,Confirmed Eruption,,2,,,1847,,5,,18,,Observations: Reported,,,,,,,,9.979,-83.852
384010,Fogo,13132,Confirmed Eruption,North caldera floor,2,,,1847,,4,,9,,Observations: Reported,,1847,,5,?,2,,14.95,-24.35
263320,Lamongan,16075,Confirmed Eruption,,2,,,1847,,3,,26,,Observations: Reported,,1847,,6,,26,,-7.981,113.341
321050,St. Helens,20548,Confirmed Eruption,North flank (Goat Rocks),2,,,1847,,3,,26,,Observations: Reported,,1847,,3,,30,,46.2,-122.18
263180,Slamet,15733,Confirmed Eruption,,2,,,1847,,3,,20,,Observations: Reported,,,,,,,,-7.242,109.208
268060,Gamalama,16637,Confirmed Eruption,,2,,,1847,,2,,7,,Observations: Reported,,1847,,2,,7,,0.8,127.33
264260,"Tara, Batu",16351,Confirmed Eruption,,2,,,1847,,0,,0,,Observations: Reported,,1852,,8,>,31,,-7.791,123.585
233020,"Fournaise, Piton de la",14275,Confirmed Eruption,,0,,,1847,,0,,0,,Observations: Reported,,,,,,,,-21.244,55.708
357060,"Azul, Cerro",11950,Confirmed Eruption,Quizapu,2,,,1846,,11,,26,,Observations: Reported,?,1853,,0,,0,,-35.653,-70.761
353010,Fernandina,11658,Confirmed Eruption,East flank,0,,,1846,,11,<,6,,Observations: Reported,,1846,,11,>,24,,-0.37,-91.55
264030,Rinjani,16211,Confirmed Eruption,Gunung Barujari,2,,,1846,,9,,10,,Observations: Reported,,1846,,9,,12,,-8.42,116.47
263250,Merapi,15873,Confirmed Eruption,Summit and upper SE flank (2600 m),3,,,1846,,9,,2,,Observations: Reported,,1847,,10,,0,,-7.54,110.446
265070,Serua,16390,Confirmed Eruption,,2,,,1846,,9,?,0,,Observations: Reported,,,,,,,,-6.312,130.017
312030,Pavlof,20117,Confirmed Eruption,,2,,,1846,,8,,0,,Observations: Reported,,1846,,8,,0,,55.417,-161.894
243100,Fonualei,14779,Confirmed Eruption,,4,?,,1846,,6,?,11,,Observations: Reported,,1846,,10,>,10,,-18.023,-174.317
263090,Tangkuban Parahu,15671,Confirmed Eruption,Kawah Ratu B,2,,,1846,,5,,27,,Observations: Reported,,,,,,,,-6.77,107.6
268060,Gamalama,16636,Confirmed Eruption,,2,,,1846,,5,,19,,Observations: Reported,,1846,,5,,19,,0.8,127.33
273030,Mayon,13610,Confirmed Eruption,,3,,,1846,,5,,11,,Observations: Reported,,1846,,5,,11,,13.257,123.685
263250,Merapi,15872,Confirmed Eruption,,2,,,1846,,4,,6,,Observations: Reported,,,,,,,,-7.54,110.446
342110,Pacaya,10758,Confirmed Eruption,Cerro Chino,2,,,1846,,2,,0,,Observations: Reported,,,,,,,,14.382,-90.601
266110,Mahawu,16466,Confirmed Eruption,,2,,,1846,,0,,0,,Observations: Reported,,,,,,,,1.352,124.865
233020,"Fournaise, Piton de la",14274,Confirmed Eruption,,0,,,1846,,0,,0,,Observations: Reported,,,,,,,,-21.244,55.708
341100,"Orizaba, Pico de",10581,Confirmed Eruption,,2,,,1846,,0,,0,,Observations: Reported,,,,,,,,19.03,-97.27
261140,Marapi,15421,Confirmed Eruption,,2,?,,1845,,11,,16,,Observations: Reported,,1845,,11,,18,,-0.38,100.474
372070,Hekla,12746,Confirmed Eruption,"Summit, SW and NE flanks",4,,,1845,,9,,2,,Observations: Reported,,1846,,4,?,5,,63.983,-19.666
312030,Pavlof,20116,Confirmed Eruption,,2,,,1845,,8,,12,,Observations: Reported,,,,,,,,55.417,-161.894
243060,Tofua,22254,Confirmed Eruption,,0,,,1845,,7,,1,60,Observations: Reported,,,,,,,,-19.75,-175.07
261160,Talang,15486,Confirmed Eruption,NE flank,2,,,1845,,4,,22,,Observations: Reported,,,,,,,,-0.979,100.681
352050,Cotopaxi,11556,Confirmed Eruption,,2,,,1845,,4,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
357080,Antuco,19905,Confirmed Eruption,,2,,,1845,,2,,26,,Observations: Reported,,1845,,3,>,1,,-37.406,-71.349
351020,"Ruiz, Nevado del",11287,Confirmed Eruption,Arenas and La Olleta(?) craters,3,,,1845,,2,,19,,Observations: Reported,,,,,,,,4.892,-75.324
266030,Soputan,16425,Confirmed Eruption,,2,,,1845,,2,,8,,Observations: Reported,,,,,,,,1.112,124.737
263060,Gede-Pangrango,15647,Confirmed Eruption,,2,,,1845,,1,,23,,Observations: Reported,,1845,,3,,5,,-6.786,106.983
273030,Mayon,13609,Confirmed Eruption,,3,,,1845,,1,,20,1,Observations: Reported,,1845,,1,,30,1,13.257,123.685
263300,Semeru,15971,Confirmed Eruption,,2,,,1845,,1,,0,,Observations: Reported,,1845,,7,,0,,-8.108,112.922
266020,Ambang,16424,Confirmed Eruption,,,,,1845,5,0,,0,,Observations: Reported,,,,,,,,0.75,124.42
233020,"Fournaise, Piton de la",14273,Confirmed Eruption,,0,,,1845,,0,,0,,Observations: Reported,,,,,,,,-21.244,55.708
233020,"Fournaise, Piton de la",14272,Confirmed Eruption,,2,,,1844,,12,,0,,Observations: Reported,,,,,,,,-21.244,55.708
263310,Tengger Caldera,16027,Confirmed Eruption,Bromo,2,,,1844,,11,,9,,Observations: Reported,,,,,,,,-7.942,112.95
241080,Tongariro,13547,Confirmed Eruption,Ngauruhoe,2,,,1844,,10,,0,,Observations: Reported,,1845,,1,,0,,-39.157,175.632
263300,Semeru,15970,Confirmed Eruption,,2,,,1844,,9,,25,,Observations: Reported,,1844,,9,,27,,-8.108,112.922
265070,Serua,16388,Confirmed Eruption,,2,,,1844,,8,,0,,Observations: Reported,,1844,,9,,0,,-6.312,130.017
343100,San Miguel,10841,Confirmed Eruption,NNW (1120 m) and upper east flanks,2,,,1844,,7,,25,,Observations: Reported,,1848,,0,,0,,13.434,-88.269
343030,Izalco,10782,Confirmed Eruption,,2,,,1844,,6,,0,,Observations: Reported,,1844,,10,,0,,13.813,-89.633
345020,Rincon de la Vieja,11087,Confirmed Eruption,Volcano Uncertain: more likely Rincón de la Vieja than Orosí,2,,,1844,,5,,0,,,,,,,,,,10.83,-85.324
264110,Iya,13707,Confirmed Eruption,,2,,,1844,,5,,0,,Observations: Reported,,,,,,,,-8.891,121.641
233020,"Fournaise, Piton de la",14271,Confirmed Eruption,Summit and Piton de Crac,2,,,1844,,3,,19,,Observations: Reported,,1844,,5,,11,,-21.244,55.708
352010,Reventador,11430,Confirmed Eruption,,3,,,1844,,0,,0,,Observations: Reported,,,,,,,,-0.077,-77.656
352050,Cotopaxi,11555,Confirmed Eruption,,2,,,1844,,0,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
353050,"Negra, Sierra",11704,Confirmed Eruption,Volcano Uncertain: Isabela Island,0,,,1844,,0,,0,,,,,,,,,,-0.83,-91.17
352010,Reventador,11429,Confirmed Eruption,,3,,,1843,,12,,7,,Observations: Reported,,,,,,,,-0.077,-77.656
263130,Guntur,15711,Confirmed Eruption,,2,?,,1843,,11,,26,,Observations: Reported,,1843,,11,,26,,-7.143,107.841
261160,Talang,15485,Confirmed Eruption,NE flank (some reports list 1842 date),2,,,1843,,10,,21,,Observations: Reported,,,,,,,,-0.979,100.681
263320,Lamongan,16074,Confirmed Eruption,,2,,,1843,,8,,0,,Observations: Reported,,1844,,9,,0,,-7.981,113.341
263060,Gede-Pangrango,15632,Confirmed Eruption,,2,,,1843,,7,,28,,Observations: Reported,,,,,,,,-6.786,106.983
342060,Atitlan,10644,Confirmed Eruption,,2,,,1843,,7,,0,,Observations: Reported,,,,,,,,14.583,-91.186
268060,Gamalama,16633,Confirmed Eruption,,2,,,1843,,4,,10,,Observations: Reported,,1843,,5,,27,,0.8,127.33
332020,Mauna Loa,10189,Confirmed Eruption,"North flank, Mokuaweoweo and NE rift",0,,,1843,,1,,9,,Observations: Reported,,1843,,4,?,10,,19.475,-155.608
263130,Guntur,15710,Confirmed Eruption,,3,,,1843,,1,,4,,Observations: Reported,,1843,,1,,4,,-7.143,107.841
263310,Tengger Caldera,16026,Confirmed Eruption,Bromo,2,,,1843,,1,,0,,Observations: Reported,,,,,,,,-7.942,112.95
264020,Agung,16209,Confirmed Eruption,,5,,,1843,,0,,0,,Observations: Reported,,,,,,,,-8.343,115.508
266130,Tangkoko-Duasudara,16476,Confirmed Eruption,Batu Angus,2,,,1843,,0,,0,,Observations: Reported,,1846,,0,,0,,1.518,125.185
233020,"Fournaise, Piton de la",14167,Confirmed Eruption,,0,,,1843,,0,,0,,Observations: Reported,,,,,,,,-21.244,55.708
321010,Baker,20451,Confirmed Eruption,Sherman Crater,3,?,,1843,,0,,0,,Observations: Reported,,,,,,,,48.777,-121.813
352010,Reventador,11428,Confirmed Eruption,,2,?,<,1843,,0,,0,,Observations: Reported,,,,,,,,-0.077,-77.656
321050,St. Helens,20547,Confirmed Eruption,North flank (Goat Rocks),3,,,1842,,11,,22,,Observations: Reported,,1845,,9,?,18,,46.2,-122.18
268060,Gamalama,16632,Confirmed Eruption,,1,,,1842,,10,,6,,Observations: Reported,,1842,,12,,31,,0.8,127.33
233020,"Fournaise, Piton de la",14166,Confirmed Eruption,,0,,,1842,,4,,0,,Observations: Reported,,,,,,,,-21.244,55.708
390030,Deception Island,13188,Confirmed Eruption,S caldera rim (flanks of Mt Kirkwood),2,,,1842,,2,,0,,Observations: Reported,,,,,,,,-63.001,-60.652
263310,Tengger Caldera,16025,Confirmed Eruption,Bromo,2,,,1842,,1,,24,,Observations: Reported,,1842,,6,,0,,-7.942,112.95
263300,Semeru,15969,Confirmed Eruption,,2,,,1842,,1,,0,,Observations: Reported,,1842,,3,,0,,-8.108,112.922
263090,Tangkuban Parahu,15670,Confirmed Eruption,,,,,1842,,0,,0,,Observations: Reported,,,,,,,,-6.77,107.6
261170,Kerinci,15501,Confirmed Eruption,,2,,,1842,,0,,0,,Observations: Reported,,,,,,,,-1.697,101.264
273070,Taal,16845,Confirmed Eruption,,2,,,1842,,0,,0,,Observations: Reported,,,,,,,,14.002,120.993
311360,Shishaldin,20064,Confirmed Eruption,,2,,,1842,,0,,0,,Observations: Reported,,,,,,,,54.756,-163.97
345060,Irazu,11208,Confirmed Eruption,,2,,,1842,,0,,0,,Observations: Reported,,,,,,,,9.979,-83.852
343030,Izalco,10781,Confirmed Eruption,,2,,,1842,,0,,0,,Observations: Reported,,,,,,,,13.813,-89.633
263130,Guntur,15709,Confirmed Eruption,,2,,,1841,,11,,14,,Observations: Reported,,1841,,11,,14,,-7.143,107.841
263320,Lamongan,16073,Confirmed Eruption,,2,,,1841,,7,,16,,Observations: Reported,,1842,,8,,0,,-7.981,113.341
258020,Hunter Island,15365,Confirmed Eruption,,,,,1841,,3,,15,,Observations: Reported,,,,,,,,-22.4,172.05
390020,Erebus,13152,Confirmed Eruption,,1,,,1841,,1,?,28,,Observations: Reported,,1841,,2,,0,,-77.53,167.17
241080,Tongariro,14562,Confirmed Eruption,Ngauruhoe,2,,,1841,,0,,0,,Observations: Reported,,,,,,,,-39.157,175.632
357120,Villarrica,21007,Confirmed Eruption,,2,?,,1841,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
263060,Gede-Pangrango,15631,Confirmed Eruption,,3,,,1840,,11,,12,,Observations: Reported,,1840,,12,,11,,-6.786,106.983
213040,Ararat,13539,Confirmed Eruption,Upper northern flank,3,?,,1840,,7,,2,,Observations: Reported,,,,,,,,39.7,44.3
263130,Guntur,15708,Confirmed Eruption,,2,,,1840,,5,,20,,Observations: Reported,,1840,,5,,24,,-7.143,107.841
268060,Gamalama,16630,Confirmed Eruption,,3,,,1840,,2,,2,,Observations: Reported,,1840,,9,,29,,0.8,127.33
271060,Ragang,16708,Confirmed Eruption,,2,,,1840,,1,,20,,Observations: Reported,,1840,,4,,5,,7.691,124.507
263250,Merapi,15871,Confirmed Eruption,,1,,,1840,,1,,4,,Observations: Reported,,,,,,,,-7.54,110.446
267010,Ruang,16479,Confirmed Eruption,,2,,,1840,,0,,0,,Observations: Reported,,,,,,,,2.3,125.37
351060,Purace,11319,Confirmed Eruption,,2,,,1840,,0,,0,,Observations: Reported,,,,,,,,2.32,-76.4
390010,Buckle Island,19969,Confirmed Eruption,,2,,,1839,,2,,9,,Observations: Reported,,,,,,,,-66.78,163.25
241080,Tongariro,14561,Confirmed Eruption,Ngauruhoe,1,?,,1839,,2,,0,,Observations: Reported,,1839,,3,,0,,-39.157,175.632
268060,Gamalama,16629,Confirmed Eruption,,2,,,1839,,1,,29,,Observations: Reported,,1839,,3,,26,,0.8,127.33
261020,Seulawah Agam,15390,Confirmed Eruption,NNE flank (van Heutsz crater),2,,,1839,,1,,12,,Observations: Reported,,1839,,1,,13,,5.448,95.658
261050,"Telong, Bur ni",15397,Confirmed Eruption,,2,,,1839,,1,,12,,Observations: Reported,,1839,,1,,13,,4.769,96.821
273030,Mayon,13608,Confirmed Eruption,,2,,,1839,,0,,0,,Observations: Reported,,,,,,,,13.257,123.685
261230,Dempo,15550,Confirmed Eruption,,2,,?,1839,,0,,0,,Observations: Reported,,,,,,,,-4.016,103.121
263320,Lamongan,15950,Confirmed Eruption,,2,,,1838,,10,,18,,Observations: Reported,,,,,,,,-7.981,113.341
312070,Veniaminof,20158,Confirmed Eruption,Western intracaldera cone,3,,,1838,,8,,4,,Observations: Reported,,1839,,4,,0,,56.17,-159.38
263320,Lamongan,16072,Confirmed Eruption,,2,,,1838,,7,,4,,Observations: Reported,,1838,,7,,6,,-7.981,113.341
263300,Semeru,15968,Confirmed Eruption,,2,,,1838,,7,,0,,Observations: Reported,,1838,,10,,18,,-8.108,112.922
373010,Grimsvotn,12814,Confirmed Eruption,,2,,,1838,,6,,0,,Observations: Reported,,,,,,,,64.416,-17.316
268060,Gamalama,16628,Confirmed Eruption,,2,,,1838,,2,,26,,Observations: Reported,,1838,,5,,0,,0.8,127.33
263340,Raung,16114,Confirmed Eruption,,2,,,1838,,0,,0,,Observations: Reported,,,,,,,,-8.119,114.056
261170,Kerinci,15500,Confirmed Eruption,,2,,,1838,,0,,0,,Observations: Reported,,,,,,,,-1.697,101.264
312030,Pavlof,20115,Confirmed Eruption,,1,,,1838,,0,,0,,Observations: Reported,,,,,,,,55.417,-161.894
311360,Shishaldin,20063,Confirmed Eruption,,2,,,1838,,0,,0,,Observations: Reported,,,,,,,,54.756,-163.97
357020,San Jose,11915,Confirmed Eruption,,1,,,1838,,0,,0,,Observations: Reported,,,,,,,,-33.789,-69.895
343030,Izalco,10780,Confirmed Eruption,,2,,,1838,,0,,0,,Observations: Reported,,1840,,0,,0,,13.813,-89.633
358010,Osorno,12233,Confirmed Eruption,,2,,,1837,,11,,7,,Observations: Reported,,,,,,,,-41.105,-72.496
357120,Villarrica,12124,Confirmed Eruption,,2,,,1837,,11,,7,,Observations: Reported,,1837,,11,,21,,-39.42,-71.93
261050,"Telong, Bur ni",15396,Confirmed Eruption,,2,,,1837,,9,,25,5,Observations: Reported,,,,,,,,4.769,96.821
263250,Merapi,15870,Confirmed Eruption,,2,?,,1837,,8,,10,,Observations: Reported,,1838,,6,,0,,-7.54,110.446
342060,Atitlan,10643,Confirmed Eruption,,2,,,1837,,6,,0,,Observations: Reported,,,,,,,,14.583,-91.186
357040,Planchon-Peteroa,11932,Confirmed Eruption,Peteroa,2,,,1837,,2,,0,,Observations: Reported,,,,,,,,-35.223,-70.568
360060,Soufriere Guadeloupe,12365,Confirmed Eruption,SE to NW sides of summit dome,2,,,1836,,12,,3,,Observations: Reported,,1837,,2,,12,,16.044,-61.664
263130,Guntur,15707,Confirmed Eruption,,2,,,1836,,10,,11,,Observations: Reported,,,,,,,,-7.143,107.841
263300,Semeru,15967,Confirmed Eruption,,2,,,1836,,8,,3,,Observations: Reported,,1836,,8,,5,,-8.108,112.922
267010,Ruang,16478,Confirmed Eruption,,2,,?,1836,,4,,22,,Observations: Reported,?,1836,,4,,24,,2.3,125.37
241040,Whakaari/White Island,14461,Confirmed Eruption,,2,,,1836,2,0,,0,,Observations: Reported,,,,,,,,-37.52,177.18
343030,Izalco,10779,Confirmed Eruption,,2,,,1836,,0,,0,,Observations: Reported,,,,,,,,13.813,-89.633
357120,Villarrica,21008,Confirmed Eruption,,2,?,,1836,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
263180,Slamet,15732,Confirmed Eruption,,2,,,1835,,9,,0,,Observations: Reported,,1835,,9,,0,,-7.242,109.208
267030,Banua Wuhu,16545,Confirmed Eruption,,2,,,1835,,4,,23,,Observations: Reported,,1835,,4,,26,,3.138,125.491
321050,St. Helens,20546,Confirmed Eruption,North flank (Goat Rocks area),2,,,1835,,3,?,0,,Observations: Reported,,,,,,,,46.2,-122.18
358040,Michinmahuida,12274,Confirmed Eruption,,0,?,,1835,,2,,20,,Observations: Reported,,1835,,3,,15,5,-42.799,-72.445
351060,Purace,11318,Confirmed Eruption,,2,,,1835,,1,,23,,Observations: Reported,,,,,,,,2.32,-76.4
344010,Cosiguina,10872,Confirmed Eruption,,5,,,1835,,1,,20,,Observations: Reported,,1835,,1,?,25,,12.98,-87.57
268060,Gamalama,16627,Confirmed Eruption,,2,,,1835,,1,,4,,Observations: Reported,,,,,,,,0.8,127.33
258020,Hunter Island,15364,Confirmed Eruption,,,,,1835,,0,,0,,Observations: Reported,,,,,,,,-22.4,172.05
263280,Kelud,15945,Confirmed Eruption,,2,,,1835,,0,,0,,Observations: Reported,,,,,,,,-7.935,112.314
263310,Tengger Caldera,16024,Confirmed Eruption,Bromo,2,,,1835,,0,,0,,Observations: Reported,,,,,,,,-7.942,112.95
357040,Planchon-Peteroa,11931,Confirmed Eruption,Peteroa,2,,,1835,,0,,0,,Observations: Reported,,,,,,,,-35.223,-70.568
263130,Guntur,15706,Confirmed Eruption,,2,,,1834,,12,,0,,Observations: Reported,,1835,,1,,0,,-7.143,107.841
358010,Osorno,12232,Confirmed Eruption,Summit & SSW side (Negrillar de Ensenada),3,?,,1834,,11,,29,,Observations: Reported,,1835,,2,,24,4,-41.105,-72.496
358040,Michinmahuida,12177,Confirmed Eruption,,2,,,1834,,11,,25,,Observations: Reported,,,,,,,,-42.799,-72.445
261220,Kaba,15537,Confirmed Eruption,,2,,,1834,,11,,0,,Observations: Reported,,,,,,,,-3.522,102.615
273030,Mayon,13607,Confirmed Eruption,,3,,,1834,,0,,0,,Observations: Reported,,1835,,5,,0,,13.257,123.685
271060,Ragang,16707,Confirmed Eruption,,2,,,1834,,0,,0,,Observations: Reported,,,,,,,,7.691,124.507
345040,Poas,11146,Confirmed Eruption,,2,,,1834,,0,,0,,Observations: Reported,,,,,,,,10.2,-84.233
351080,Galeras,11357,Confirmed Eruption,,2,,,1834,,0,,0,,Observations: Reported,,,,,,,,1.22,-77.37
221010,"Tair, Jebel at",13920,Confirmed Eruption,,2,,,1833,,12,,31,365,Observations: Reported,,,,,,,,15.55,41.83
261220,Kaba,15536,Confirmed Eruption,,2,,,1833,,11,,24,,Observations: Reported,,1833,,11,,25,,-3.522,102.615
261160,Talang,15484,Confirmed Eruption,NE flank,2,,,1833,,10,,0,,Observations: Reported,,,,,,,,-0.979,100.681
263130,Guntur,15705,Confirmed Eruption,,2,,,1833,,9,,1,,Observations: Reported,,,,,,,,-7.143,107.841
268060,Gamalama,16626,Confirmed Eruption,,2,,,1833,,6,,15,,Observations: Reported,,,,,,,,0.8,127.33
342060,Atitlan,10642,Confirmed Eruption,,2,,,1833,,0,,0,,Observations: Reported,,,,,,,,14.583,-91.186
266030,Soputan,15830,Confirmed Eruption,,2,,?,1833,,0,,0,,Observations: Reported,,,,,,,,1.112,124.737
261140,Marapi,15420,Confirmed Eruption,,2,?,,1833,,0,,0,,Observations: Reported,,1834,,0,,0,,-0.38,100.474
263250,Merapi,15869,Confirmed Eruption,,2,?,,1832,,12,,25,,Observations: Reported,,1836,,0,,0,,-7.54,110.446
357120,Villarrica,12123,Confirmed Eruption,,2,,,1832,,12,,24,,Observations: Reported,,,,,,,,-39.42,-71.93
263060,Gede-Pangrango,15629,Confirmed Eruption,,3,,,1832,,8,,29,,Observations: Reported,,1832,,8,,29,,-6.786,106.983
263130,Guntur,15704,Confirmed Eruption,,2,,,1832,,8,,8,,Observations: Reported,,1832,,8,,13,,-7.143,107.841
332020,Mauna Loa,10188,Confirmed Eruption,Mokuaweoweo and adjacent vents,0,,,1832,,6,,20,,Observations: Reported,,1832,,7,,15,7,19.475,-155.608
263300,Semeru,15966,Confirmed Eruption,,2,,,1832,,4,,18,,Observations: Reported,,,,,,,,-8.108,112.922
233020,"Fournaise, Piton de la",14270,Confirmed Eruption,L'Enclos and NE rift zone,0,,,1832,,3,,0,,Observations: Reported,,,,,,,,-21.244,55.708
263130,Guntur,15703,Confirmed Eruption,,2,,,1832,,1,,16,,Observations: Reported,,,,,,,,-7.143,107.841
321050,St. Helens,20545,Confirmed Eruption,North Flank (Goat Rocks area),3,,,1831,,8,,0,,Observations: Reported,,,,,,,,46.2,-122.18
268060,Gamalama,16625,Confirmed Eruption,,2,,,1831,,5,,27,,Observations: Reported,,1831,,6,,27,,0.8,127.33
351020,"Ruiz, Nevado del",11285,Confirmed Eruption,,2,,,1831,,0,,0,,Observations: Reported,,,,,,,,4.892,-75.324
352020,Guagua Pichincha,11485,Confirmed Eruption,,3,,,1831,,0,,0,,Observations: Reported,,,,,,,,-0.171,-78.598
263300,Semeru,15965,Confirmed Eruption,,2,,,1830,,12,,15,,Observations: Reported,,1830,,12,,16,,-8.108,112.922
263310,Tengger Caldera,16023,Confirmed Eruption,Bromo,2,,,1830,,12,,15,,Observations: Reported,,1830,,12,,16,,-7.942,112.95
311360,Shishaldin,20062,Confirmed Eruption,,3,,,1830,,11,,16,15,Observations: Reported,,1831,,3,,16,15,54.756,-163.97
233020,"Fournaise, Piton de la",14269,Confirmed Eruption,Cratere Faujas,0,,,1830,,10,,0,,Observations: Reported,,,,,,,,-21.244,55.708
311350,Fisher,20052,Confirmed Eruption,Mount Finch,2,?,,1830,,8,,0,,Observations: Reported,,,,,,,,54.65,-164.43
371020,Reykjanes,12506,Confirmed Eruption,Reykjaneshryggur (Eldeyjarbodi),3,,,1830,,3,?,13,,Observations: Reported,,1831,,3,?,0,,63.817,-22.717
263310,Tengger Caldera,16022,Confirmed Eruption,Bromo,2,,,1830,,3,,3,,Observations: Reported,,,,,,,,-7.942,112.95
263320,Lamongan,16071,Confirmed Eruption,,2,,,1830,,2,,0,,Observations: Reported,,1830,,3,,0,,-7.981,113.341
264100,Ebulobo,16157,Confirmed Eruption,,2,,,1830,,0,,0,,Observations: Reported,,,,,,,,-8.817,121.191
311210,Yunaska,19793,Confirmed Eruption,,2,,,1830,,0,,0,,Observations: Reported,,,,,,,,52.643,-170.629
311270,Vsevidof,19829,Confirmed Eruption,SW end of Umnak Island,,,,1830,,0,,0,,Observations: Reported,,,,,,,,53.13,-168.693
354020,Ubinas,11785,Confirmed Eruption,,2,,,1830,,0,,0,,Observations: Reported,,,,,,,,-16.355,-70.903
352020,Guagua Pichincha,11484,Confirmed Eruption,,2,,,1830,,0,,0,,Observations: Reported,,,,,,,,-0.171,-78.598
263310,Tengger Caldera,16021,Confirmed Eruption,Bromo,2,,,1829,,11,,5,,Observations: Reported,,1829,,11,,11,,-7.942,112.95
357021,Maipo,11903,Confirmed Eruption,,2,?,,1829,,9,,26,,Observations: Reported,,,,,,,,-34.164,-69.832
351020,"Ruiz, Nevado del",11284,Confirmed Eruption,,2,,,1829,,6,,18,,Observations: Reported,,,,,,,,4.892,-75.324
263090,Tangkuban Parahu,15669,Confirmed Eruption,Kawah Ratu and Kawah Domas,2,,,1829,,4,,1,,Observations: Reported,,1829,,4,?,4,,-6.77,107.6
266100,Lokon-Empung,16443,Confirmed Eruption,Tompaluan,2,,,1829,,3,,0,,Observations: Reported,,,,,,,,1.358,124.792
263300,Semeru,15964,Confirmed Eruption,,2,,,1829,,2,,0,,Observations: Reported,,,,,,,,-8.108,112.922
263320,Lamongan,16070,Confirmed Eruption,,2,,,1829,,1,,0,,Observations: Reported,,1829,,2,,0,,-7.981,113.341
263130,Guntur,15702,Confirmed Eruption,,2,,,1829,,0,,0,,Observations: Reported,,,,,,,,-7.143,107.841
261120,Sorikmarapi,15406,Confirmed Eruption,,2,,?,1829,,0,,0,,Observations: Reported,,,,,,,,0.686,99.539
311080,Tanaga,19696,Confirmed Eruption,,,,,1829,,0,,0,,Observations: Reported,,,,,,,,51.885,-178.146
342090,Fuego,10701,Confirmed Eruption,,2,,,1829,,0,,0,,Observations: Reported,,,,,,,,14.473,-90.88
357010,Tupungatito,11888,Confirmed Eruption,,2,,,1829,,0,,0,,Observations: Reported,,,,,,,,-33.425,-69.797
357080,Antuco,19903,Confirmed Eruption,,2,,,1828,,12,,18,,Observations: Reported,,,,,,,,-37.406,-71.349
263250,Merapi,15868,Confirmed Eruption,,2,,,1828,,12,,18,,Observations: Reported,,1828,,12,,19,,-7.54,110.446
351080,Galeras,11356,Confirmed Eruption,,3,,,1828,,10,,24,,Observations: Reported,,1834,,3,,0,,1.22,-77.37
351020,"Ruiz, Nevado del",11283,Confirmed Eruption,,2,,,1828,,6,,0,,Observations: Reported,,,,,,,,4.892,-75.324
263130,Guntur,15701,Confirmed Eruption,,2,,,1828,,5,,14,,Observations: Reported,,1828,,7,,8,,-7.143,107.841
311050,Little Sitkin,19669,Confirmed Eruption,Summit and west flank,,,,1828,,0,,0,,Observations: Reported,,1830,,0,,0,,51.95,178.543
311230,Carlisle,19798,Confirmed Eruption,,,,,1828,,0,,0,,Observations: Reported,,,,,,,,52.894,-170.054
345040,Poas,11145,Confirmed Eruption,,1,,,1828,,0,,0,,Observations: Reported,,,,,,,,10.2,-84.233
351060,Purace,11317,Confirmed Eruption,,2,,,1827,,11,,18,,Observations: Reported,,,,,,,,2.32,-76.4
342060,Atitlan,10641,Confirmed Eruption,,3,,,1827,,9,,1,,Observations: Reported,,1828,,1,?,0,,14.583,-91.186
273030,Mayon,13606,Confirmed Eruption,,2,,,1827,,6,,27,,Observations: Reported,,1828,,2,,28,,13.257,123.685
263130,Guntur,15700,Confirmed Eruption,,2,,,1827,,5,,13,,Observations: Reported,,,,,,,,-7.143,107.841
342060,Atitlan,10640,Confirmed Eruption,,2,,,1827,,3,,27,,Observations: Reported,,,,,,,,14.583,-91.186
311360,Shishaldin,20061,Confirmed Eruption,,2,,,1827,,0,,0,,Observations: Reported,,1829,,0,,0,,54.756,-163.97
311340,Westdahl,20042,Confirmed Eruption,Pogromni or (more likely) Westdahl,2,,,1827,,0,,0,,Observations: Reported,,1830,,0,,0,,54.516,-164.65
271080,Camiguin,16716,Confirmed Eruption,Hibok-Hibok,2,,,1827,,0,,0,,Observations: Reported,,,,,,,,9.203,124.673
390030,Deception Island,13183,Confirmed Eruption,NE side caldera bay (Pendulum Cove),,,,1827,2,0,,0,,Observations: Reported,,,,,,,,-63.001,-60.652
